年月,地區,卡數,總交易筆數,總交易金額[新臺幣],跨境交易筆數,跨境交易金額[新臺幣]
201601,10010000,177693,716720,1487160497,13229,49315134
201601,10020000,171608,706078,1695809587,16921,69986267
201601,67000000,1182534,5011044,10909436210,130595,536651360
201601,64000000,1913464,7929665,18295467794,213724,851874345
201601,10013000,331985,1344215,2982415156,27302,96701692
201601,10017000,266510,1130179,2550011315,32590,122291859
201601,10002000,195818,868607,1940194688,24146,83481671
201601,10015000,138659,631817,1386116445,14866,49614072
201601,10014000,73424,317922,694773282,5633,22647080
201601,10016000,32762,138433,319637751,3168,10044724
201601,09020000,25747,106880,280243854,2668,8178007
201601,09007000,3854,16690,39603549,638,1808214
201602,63000000,2940140,13340553,37061706633,670426,3830683919
201602,65000000,3512760,14502495,33814159667,514838,2362765747
201602,68000000,1503476,6132357,14340948511,186535,827186329
201602,10004000,377172,1645807,3789167628,54388,266295767
201602,10018000,401363,1785817,4194646826,68960,302579984
201602,10005000,261714,1041081,2198193949,21867,89061532
201602,66000000,1917488,7896488,19766966996,234809,1156850692
201602,10007000,548879,2099947,4856212585,49519,210326081
201602,10008000,184233,702001,1538335400,14523,60857357
201602,10009000,217568,817486,1798125935,18106,71512955
201602,10010000,170702,627427,1349950393,11383,42188203
201602,10020000,166890,631572,1485094834,15387,70158205
201602,67000000,1129101,4396307,9679742326,113931,533294831
201602,64000000,1850150,7168224,16416608574,189232,860101179
201602,10013000,316757,1173882,2592001973,23310,94292793
201602,10017000,256928,1007955,2204804374,27595,114280911
201602,10002000,187385,757771,1673446637,22220,78393722
201602,10015000,132404,545427,1213576201,11554,48288379
201602,10014000,69882,275333,602017874,5076,18109096
201602,10016000,30798,117503,269626393,2272,8995157
201602,09020000,24598,91249,240847087,1697,6406002
201602,09007000,3790,15398,38087976,439,1261150
201603,63000000,2902012,13878277,39138232129,654312,3431163953
201603,65000000,3470291,15047689,35020988965,550385,2278264625
201603,68000000,1485153,6334155,14780234030,208037,892438119
201603,10004000,374150,1701765,3925641418,55901,243555942
201603,10018000,398535,1872587,4381354606,67316,281186670
201603,10005000,262532,1103095,2315920802,25080,93543348
201603,66000000,1900518,8206027,20507751670,249972,1140474890
201603,10007000,541791,2218438,5074028730,58076,211233462
201603,10008000,184305,743083,1595351624,17601,68775170
201603,10009000,216384,866755,1836221395,18710,58536361
201603,10010000,171046,673845,1402695433,14291,53829113
201603,10020000,167037,663194,1548543231,16698,68221828
201603,67000000,1106862,4621028,9829678714,132352,563242987
201603,64000000,1838049,7421294,17061404131,213290,869187889
201603,10013000,318918,1254425,2794071834,28511,107666699
201603,10017000,253967,1053357,2294413457,32391,127068248
201603,10002000,189737,812440,1799995438,23533,86575902
201603,10015000,132717,582881,1236103157,14306,52446717
201603,10014000,70575,296980,623216010,5840,16946463
201603,10016000,30857,128028,302745192,2711,8942371
201603,09020000,22505,91832,217162916,2147,6241738
201603,09007000,3709,16473,36833340,387,1326726
201604,63000000,2925383,13904240,39842631501,710130,3691155805
201604,65000000,3495107,15032805,35631515295,591925,2438066379
201604,68000000,1488259,6284465,15205973366,227968,965200847
201604,10004000,373790,1693995,3995517109,63297,284619757
201604,10018000,399782,1839286,4458944913,76561,318530864
201604,10005000,261610,1090664,2343889381,28382,103815548
201604,66000000,1893368,8124313,20312406764,271771,1206875451
201604,10007000,545059,2178104,5155213439,61910,232773743
201604,10008000,183992,736915,1615405881,19585,70778158
201604,10009000,217360,865754,1848316277,20736,66345576
201604,10010000,170891,662334,1441013146,15481,53829648
201604,10020000,166585,657755,1605909771,18607,72568901
201604,67000000,1102687,4546772,10142201365,138154,598242873
201604,64000000,1834378,7408999,17305543130,229799,913355124
201604,10013000,319617,1245713,2869289716,30762,109253111
201604,10017000,256298,1042092,2311907830,34579,119387949
201604,10002000,188229,802339,1771889338,24052,78831255
201604,10015000,132577,576368,1254805218,16455,55555449
201604,10014000,70526,299072,667585072,7951,29412243
201604,10016000,29997,121799,289351840,2804,8538190
201604,09020000,20924,84380,200081606,2374,6053550
201604,09007000,3896,16795,39003251,395,1631387
201605,63000000,2938806,14445877,61325605013,832299,4114004184
201605,65000000,3516922,15624823,48774465847,721730,2616831613
201605,68000000,1502064,6532238,18861151059,285287,1083435293
201605,10004000,375365,1762026,6591923844,79000,334874698
201605,10018000,402162,1919830,8172979060,90384,344245034
201605,10005000,261978,1131319,2878992627,40749,116400345
201605,66000000,1894383,8366413,25252986341,347813,1450336647
201605,10007000,547952,2260508,6227582416,85554,273740746
201605,10008000,184247,761993,1911970578,27604,83016135
201605,10009000,219964,903960,2219851414,30971,83979134
201605,10010000,173710,693976,1622247039,24050,64186872
201605,10020000,168876,683627,1999618298,25566,88106202
201605,67000000,1110269,4711673,13138423014,189911,640377578
201605,64000000,1853929,7702404,21485979122,310045,1029955505
201605,10013000,321646,1291289,3164364316,45996,122654812
201605,10017000,257217,1083568,2706488846,45352,136104800
201605,10002000,191805,856051,2057422178,33097,103273083
201605,10015000,134030,599210,1454735507,25478,67632306
201605,10014000,70374,298994,715715986,9352,23363297
201605,10016000,30017,126572,347605020,4504,11577072
201605,09020000,21864,91789,258968476,3741,10927487
201605,09007000,3804,16969,49474948,501,1887511
201606,63000000,3117906,15020909,41512753877,848793,4575717883
201606,65000000,3725741,16229167,36700929932,680684,2815262777
201606,68000000,1613518,6912059,15941657871,262816,1147233853
201606,10004000,404916,1860882,4344496820,74136,385557016
201606,10018000,428271,2012110,4734778779,87904,387948371
201606,10005000,281000,1189275,2442900576,32108,113090127
201606,66000000,2047347,8861236,21314596717,309495,1445893921
201606,10007000,591721,2406171,5390296922,69401,276136389
201606,10008000,201655,814803,1718812814,21100,84811253
201606,10009000,236445,956307,2004653017,23603,92947422
201606,10010000,185532,729374,1495642627,19083,71041738
201606,10020000,179313,714730,1666715562,20663,73815281
201606,67000000,1211612,5073371,10697937976,163517,656315981
201606,64000000,1956230,8014935,17798940976,261782,1041195205
201606,10013000,341400,1355778,2934012067,34599,130033495
201606,10017000,274565,1137997,2403498401,38908,144868837
201606,10002000,207043,907069,1907265808,25880,99455453
201606,10015000,143801,632349,1346845417,17647,64486106
201606,10014000,76332,321974,638365476,7159,21672635
201606,10016000,33563,138844,297452501,3225,9591704
201606,09020000,27283,113467,271564028,3447,10274981
201606,09007000,3872,15586,35566664,368,1083811
201607,63000000,3061538,15665616,40864743332,856382,4170137549
201607,65000000,3686219,16946052,36575970462,667265,2583626515
201607,68000000,1585400,7168655,15746418894,260341,1021077274
201607,10004000,401706,1946106,4273597542,76479,320301338
201607,10018000,426447,2102257,4693409586,89415,358784250
201607,10005000,278722,1243154,2437184055,32378,107982456
201607,66000000,2008305,9244927,21151935363,329248,1332409908
201607,10007000,577760,2496595,5303392855,72554,257754198
201607,10008000,195904,841363,1702499448,22937,76359391
201607,10009000,232530,994404,2014389852,25926,104979284
201607,10010000,183277,760492,1513805476,20321,64173513
201607,10020000,177400,749766,1648740369,22801,86210041
201607,67000000,1171470,5202719,10571214761,172611,641752801
201607,64000000,1943578,8389200,17938533950,280654,1003565311
201607,10013000,334616,1393836,2887398940,38342,125539910
201607,10017000,268414,1171822,2368924549,37829,134080253
201607,10002000,200701,909220,1855891339,28606,97182217
201607,10015000,139691,644488,1310981690,19207,62965524
201607,10014000,72728,319358,625603920,7304,22077563
201607,10016000,31213,146144,309495023,3677,10238037
201607,09020000,23679,108847,236688875,3509,9650119
201607,09007000,4137,19437,43556149,498,1913563
201608,63000000,3040251,15035950,42117541710,797316,3738730929
201608,65000000,3675493,16285213,38324767446,623332,2308907556
201608,68000000,1595053,6922239,16359052780,248604,949569593
201608,10004000,400615,1871108,4317487279,69564,280175513
201608,10018000,424107,2012970,4845192281,82793,334985633
201608,10005000,276847,1193553,2537961495,31348,107962871
201608,66000000,2017299,8906549,22022769217,309001,1230065523
201608,10007000,577581,2405805,5543366676,67888,251171428
201608,10008000,196637,811641,1805366235,21976,76851034
201608,10009000,234093,947983,2132672823,24120,78032224
201608,10010000,186055,731484,1575553185,18515,56002595
201608,10020000,178815,741771,1893590627,22051,87295168
201608,67000000,1157389,4832768,10700044190,157495,541925716
201608,64000000,1953784,8101441,18911857892,259550,911539644
201608,10013000,338819,1367795,3080079438,37469,115888706
201608,10017000,268491,1132222,2448680612,36268,123858081
201608,10002000,202822,886941,2004065747,26279,97928311
201608,10015000,141959,627538,1397141079,17436,55512578
201608,10014000,73644,318266,689528180,7541,22397192
201608,10016000,30891,131493,308000091,3433,11500068
201608,09020000,22747,95454,222276718,2839,8815656
201608,09007000,4031,17923,42943202,578,1870570
201609,63000000,2976572,14054154,38656102091,802610,3969887822
201609,65000000,3584735,15169128,35290064529,636056,2433327182
201609,68000000,1538052,6389679,14897269399,240096,902669301
201609,10004000,382785,1729661,3960959380,66439,272735112
201609,10018000,410632,1879513,4527067159,84064,335576215
201609,10005000,265263,1085604,2300598415,29584,104211101
201609,66000000,1966400,8366348,21115252606,295187,1236913753
201609,10007000,555757,2169009,5209482661,62419,247816478
201609,10008000,187328,734145,1647655146,19469,81776692
201609,10009000,222195,853461,1855899655,20412,74362719
201609,10010000,173808,652007,1406090716,15563,51988837
201609,10020000,168126,643190,1609838308,18359,67656375
201609,67000000,1106637,4437931,9752283198,143624,545973519
201609,64000000,1846132,7300594,16554742721,239661,877371990
201609,10013000,315171,1194460,2615620174,31670,110302110
201609,10017000,262602,1050562,2264876142,34298,121850198
201609,10002000,192007,785047,1753672768,23456,80064991
201609,10015000,131586,541079,1166920859,15011,48887857
201609,10014000,69711,279182,588938408,5882,18078664
201609,10016000,29350,115560,259831110,2897,8337510
201609,09020000,20978,81029,195732136,2075,6107532
201609,09007000,3828,15552,33851375,440,1167378
201610,63000000,3082091,14744666,39834766440,733633,3662953818
201610,65000000,3720864,15982360,36516707085,595762,2283476160
201610,68000000,1603317,6738625,15439856740,225889,836051843
201610,10004000,405344,1832160,4130671413,63151,261472932
201610,10018000,431915,2007059,4594230142,75952,295249186
201610,10005000,278714,1146245,2404455357,29300,98813061
201610,66000000,2037519,8740073,20653076722,279546,1153374561
201610,10007000,578484,2308427,5152621577,60219,219674016
201610,10008000,195415,765281,1600174316,18486,68960701
201610,10009000,234303,916343,1910327088,19770,68312291
201610,10010000,182790,695764,1455949282,14860,45124739
201610,10020000,176829,690976,1657530568,18263,65343277
201610,67000000,1150163,4597627,9719501612,133355,490872163
201610,64000000,1974951,7964792,17536549603,230130,820402733
201610,10013000,338002,1299943,2909197356,31284,97940362
201610,10017000,271956,1097843,2330865085,32741,110277814
201610,10002000,200588,823338,1755603667,22511,77545268
201610,10015000,140618,579235,1283303193,14028,42626455
201610,10014000,73196,292129,598840760,5526,16739359
201610,10016000,31847,126686,275090998,2704,7788108
201610,09020000,23985,95740,231786666,2338,6849038
201610,09007000,3923,16281,36257689,513,1145985
201611,63000000,3077443,15093391,41990900521,679076,3111562439
201611,65000000,3674107,16009751,36530902237,569026,2064625983
201611,68000000,1594592,6880911,15871090338,220504,814041630
201611,10004000,400806,1852642,4044971570,59855,249097813
201611,10018000,424850,2003010,4509887619,79618,287981866
201611,10005000,277563,1176152,2325837584,28048,85519868
201611,66000000,2023538,8772299,20067810553,271069,1016728103
201611,10007000,570249,2288575,5002457682,57697,197520454
201611,10008000,193050,772995,1581783215,17298,64123302
201611,10009000,224866,878173,1867646172,18177,66010215
201611,10010000,173926,662081,1374858488,14030,39079005
201611,10020000,169696,662279,1612823701,15594,59386607
201611,67000000,1187347,5036422,11441219616,128253,443223968
201611,64000000,1955877,8104334,18816847378,225373,759977619
201611,10013000,330723,1299243,2761508525,28048,87827051
201611,10017000,270133,1113275,2309255016,32362,99927178
201611,10002000,200919,848914,1776190120,21498,69073650
201611,10015000,146171,639537,1308980757,13084,42782307
201611,10014000,74846,313271,628551584,5684,16940729
201611,10016000,33959,143755,302782621,2496,7235055
201611,09020000,26963,111295,257811303,2510,6861933
201611,09007000,4121,17235,39780000,491,1400969
201612,63000000,3093189,15649060,42613900201,627716,2869093445
201612,65000000,3703863,16605013,38324600914,537114,1864193056
201612,68000000,1598752,7062909,16208021430,206549,772194030
201612,10004000,411086,2003204,4735868924,56785,207889334
201612,10018000,436221,2168389,5181421032,72653,266289823
201612,10005000,281934,1231929,2643603838,26297,81142033
201612,66000000,2056212,9213362,21525635835,248626,967760505
201612,10007000,580046,2391467,5355214795,53319,175366907
201612,10008000,195887,809222,1721311928,15757,52985005
201612,10009000,227642,918726,2002572221,16598,56600765
201612,10010000,175510,699062,1457741437,13441,38836850
201612,10020000,170954,684122,1834809120,14349,48459996
201612,67000000,1187886,5056187,10731417086,121599,445021938
201612,64000000,1970299,8346291,18671225964,217941,711951087
201612,10013000,329907,1323342,2779064536,25188,80730799
201612,10017000,271993,1156213,2434007223,30139,98502043
201612,10002000,203575,922141,1954004831,19734,65354241
201612,10015000,146887,657054,1366254311,12703,39626010
201612,10014000,76013,323687,654084287,4940,13954743
201612,10016000,34481,152966,359991953,2930,8421410
201612,09020000,27891,122334,284326586,2439,6206859
201612,09007000,4206,18881,40695507,390,849112
201701,63000000,2999038,13879979,40410378991,544007,2562739385
201701,65000000,3621870,15040093,36432457125,455770,1692572756
201701,68000000,1572135,6477332,15496860144,174894,669247753
201701,10004000,396549,1765589,4106860816,49752,203846110
201701,10018000,419257,1903190,4465089649,60915,229646936
201701,10005000,275050,1107409,2379940429,21245,67037434
201701,66000000,2025531,8521581,21121263387,206367,785453656
201701,10007000,572329,2195674,5207697921,46629,156789356
201701,10008000,192730,741258,1650293714,14409,48760411
201701,10009000,222956,831526,1940280928,15838,56816962
201701,10010000,172496,626474,1395135779,12173,41225137
201701,10020000,169066,629843,1621034189,12946,41406282
201701,67000000,1152236,4544865,10215382388,100686,356717692
201701,64000000,1916148,7490474,17351221554,181214,604758994
201701,10013000,323603,1201259,2654024542,23333,68674498
201701,10017000,265512,1040069,2364703623,26280,79556543
201701,10002000,198192,795127,1777742278,16548,53879799
201701,10015000,143187,586203,1301044686,10614,32110148
201701,10014000,73808,295325,651933139,4617,13110213
201701,10016000,32793,128045,277841716,2347,6174826
201701,09020000,26651,128139,266002837,2157,5051003
201701,09007000,4045,17848,38647742,370,980676
201702,63000000,2879745,12234321,33146118262,548168,2557772518
201702,65000000,3475376,13397246,30964097106,481248,1740037083
201702,68000000,1512525,5793795,13317187089,188667,722196668
201702,10004000,384757,1607141,3583807588,55450,208034105
201702,10018000,405979,1727915,3921947180,66168,246563575
201702,10005000,266535,997416,2096735879,25130,81185965
201702,66000000,1961585,7605004,18456483269,222671,871034000
201702,10007000,554152,1981546,4611496928,53122,173027461
201702,10008000,187915,673591,1479934384,16036,53115005
201702,10009000,213400,744685,1695949106,18874,65115617
201702,10010000,165598,565383,1213344812,13745,36988468
201702,10020000,162316,568975,1351484290,13975,49685433
201702,67000000,1105964,4048252,8875194626,111515,396352828
201702,64000000,1839041,6737452,15056917850,195204,666338820
201702,10013000,313395,1104067,2343906007,28152,82242542
201702,10017000,254919,935836,2066722765,28939,128189114
201702,10002000,196614,730310,1607352604,19857,62804922
201702,10015000,138580,522289,1131966414,11957,38164537
201702,10014000,72066,266413,554353961,5539,16201930
201702,10016000,33433,128591,264951810,2601,6960261
201702,09020000,25883,103931,248856482,2968,6971843
201702,09007000,4061,17300,39929550,388,1553948
201703,63000000,3004352,14014014,38716978308,617895,2879429711
201703,65000000,3621694,15267471,34688939139,544901,1964075072
201703,68000000,1568084,6580928,14666154556,218196,751688736
201703,10004000,399974,1813880,3978831140,61478,231276722
201703,10018000,421505,1959083,4361254701,73880,274351734
201703,10005000,277684,1139796,2306171246,28899,89311427
201703,66000000,2053473,8706328,20511985949,257314,963855350
201703,10007000,578744,2280843,5107811064,62869,200492808
201703,10008000,197236,773178,1643400730,20102,66461962
201703,10009000,223933,869795,1887502544,21591,67239262
201703,10010000,172747,645258,1360754847,15692,44968940
201703,10020000,169170,648177,1555719080,15685,50523155
201703,67000000,1160447,4722440,9872658398,134016,449612665
201703,64000000,1905846,7705291,16931042292,231116,782261175
201703,10013000,324446,1249297,2571267714,36827,94295896
201703,10017000,265035,1068787,2312712300,32728,177294937
201703,10002000,205855,835402,1833380638,23258,73038245
201703,10015000,144806,608265,1259511784,14746,45192545
201703,10014000,75650,306658,612705537,6331,17671736
201703,10016000,35028,148983,299129762,2973,7245520
201703,09020000,26588,112084,255951834,3432,7859029
201703,09007000,4105,19670,38358256,329,1284318
201704,63000000,3051516,14301764,37116289204,651785,2940940900
201704,65000000,3686963,15615005,33953219376,562924,1963618320
201704,68000000,1603145,6743527,14768492881,231734,766435596
201704,10004000,411170,1871274,4013247043,64544,242477932
201704,10018000,429766,1998577,4327293057,77468,276119503
201704,10005000,284074,1173034,2338437636,29244,87493422
201704,66000000,2094990,8869151,20176883014,264944,955681462
201704,10007000,598015,2380446,5364205992,75595,247418218
201704,10008000,202045,801420,1637772734,20502,59253001
201704,10009000,229988,891413,1883443391,21903,70171425
201704,10010000,177042,668454,1328638928,16135,45860174
201704,10020000,173742,662400,1482615028,16525,52389161
201704,67000000,1191703,4885261,9828309279,136890,433552740
201704,64000000,1960882,7908689,16941335701,235632,754469903
201704,10013000,334535,1294827,2618426882,36925,92358597
201704,10017000,268962,1083264,2354675713,33705,234662676
201704,10002000,207325,843493,1786851373,25061,76126523
201704,10015000,147485,624242,1245054653,14792,41719412
201704,10014000,77093,315910,620091592,6987,17192495
201704,10016000,34389,141040,272579466,2965,6715290
201704,09020000,26610,108455,230365368,3115,6554635
201704,09007000,4168,17711,37481150,385,1237084
201705,63000000,3049121,14212377,63135300124,622209,2786910057
201705,65000000,3674959,15479209,50028791675,547304,1899045061
201705,68000000,1601064,6606332,19217814856,220630,752051487
201705,10004000,412046,1855883,7049538482,63577,232093482
201705,10018000,431709,1994876,8722304247,73421,253702461
201705,10005000,283011,1149106,2921951384,28563,83211452
201705,66000000,2080212,8684492,25904474095,257254,947633667
201705,10007000,584906,2250948,6100292217,62012,186213305
201705,10008000,200039,774425,2008641200,19840,59357346
201705,10009000,229335,868190,2341122055,21525,67527618
201705,10010000,176219,645341,1606292516,14782,43460027
201705,10020000,171851,643086,2004869481,15512,50681147
201705,67000000,1174146,4646552,13660368921,128472,429576749
201705,64000000,1955762,7771759,21927062755,225051,713326099
201705,10013000,331932,1257571,3063310869,32811,82139634
201705,10017000,268648,1059745,2875788431,31356,226963369
201705,10002000,207228,831670,2052741262,23872,66632263
201705,10015000,146599,600745,1446117555,13332,38533842
201705,10014000,75983,303829,739958947,5824,14357095
201705,10016000,33802,133291,338015296,2914,7470642
201705,09020000,26890,109324,295439734,3054,6917547
201705,09007000,4110,17550,48644635,370,1232627
201706,63000000,2833268,12706407,38896201778,596559,2673950217
201706,65000000,3412484,13725937,33497720715,513135,1752684318
201706,68000000,1483522,5892592,14195003241,205565,679335408
201706,10004000,379516,1634057,4193713247,58691,218397202
201706,10018000,401102,1772675,4570175274,70202,249088940
201706,10005000,261623,1021182,2216969851,27584,79495634
201706,66000000,1945536,7860702,19779587037,243099,874934294
201706,10007000,540823,2009987,4796751172,57869,175101642
201706,10008000,185214,695197,1561108825,19073,60018153
201706,10009000,211047,765591,1828591460,19357,56065004
201706,10010000,161889,573481,1317541756,14175,45410960
201706,10020000,158587,572926,1576606608,14422,44127808
201706,67000000,1077271,4108682,9565222576,117328,384516006
201706,64000000,1798872,6952499,16575868625,213693,666888761
201706,10013000,308164,1120440,2485914766,28388,76380996
201706,10017000,247378,943055,2219760519,29992,199351287
201706,10002000,192027,741254,1731025328,22086,61221285
201706,10015000,133850,527660,1186869888,12828,34772447
201706,10014000,70660,271964,596847940,5567,13371212
201706,10016000,31746,127852,280766385,2826,5057406
201706,09020000,25449,102961,243853231,3082,6630524
201706,09007000,3919,15978,35688791,315,1010859
201707,63000000,2911154,13732744,37568046788,599505,2724807519
201707,65000000,3523601,14929289,33919935680,513891,1716531813
201707,68000000,1535775,6418857,14490832741,207077,654462394
201707,10004000,391777,1783261,4054718652,63199,222308089
201707,10018000,413644,1930670,4459234939,72537,254380156
201707,10005000,270556,1115903,2306141113,27297,79278273
201707,66000000,2022444,8617340,20452202059,251349,886298653
201707,10007000,564090,2211438,5018286693,61581,186926337
201707,10008000,192624,755026,1649733720,21540,62599131
201707,10009000,220017,845870,1868223275,23338,71842538
201707,10010000,168380,624308,1338617020,15298,40171360
201707,10020000,164223,624510,1507353960,16296,45497548
201707,67000000,1117014,4437569,9678715532,123065,382903928
201707,64000000,1864935,7468437,16608401165,222483,678225099
201707,10013000,318274,1206556,2561516338,29693,84791696
201707,10017000,254517,1018649,2279453664,30319,197341664
201707,10002000,196958,797745,1695497197,22162,64367426
201707,10015000,138517,578541,1241051160,13367,36269292
201707,10014000,72721,293719,611453024,6686,17046725
201707,10016000,32763,136294,282430547,2857,6618416
201707,09020000,27033,119924,278121793,3393,8139108
201707,09007000,4180,19558,45248346,409,1100747
201708,63000000,2926402,13906251,38787992495,567187,2499297725
201708,65000000,3537913,14998172,34810334845,487774,1612495485
201708,68000000,1540774,6414064,15029586463,196597,649752443
201708,10004000,391552,1775107,4094171931,60280,205951606
201708,10018000,411331,1916648,4474682215,67144,241076668
201708,10005000,270851,1121680,2385644939,26938,74717652
201708,66000000,2026919,8630777,21022583842,242003,845579019
201708,10007000,568352,2271935,5260507055,59835,177754337
201708,10008000,193759,762916,1707817590,20158,55606119
201708,10009000,221818,854741,1995867347,22806,65695074
201708,10010000,170343,636713,1428848027,14899,39809449
201708,10020000,166340,648661,1665455141,16614,49071876
201708,67000000,1124685,4477331,10156514234,117522,361871531
201708,64000000,1874558,7519295,17290755059,215493,645894822
201708,10013000,323144,1233405,2732731543,29854,80340032
201708,10017000,256509,1030274,2303393340,28116,140599536
201708,10002000,200414,817278,1825619146,21804,58233483
201708,10015000,139960,579830,1255901585,13542,37754453
201708,10014000,73591,298506,655666233,6067,15676045
201708,10016000,33346,142082,312896633,2964,6390514
201708,09020000,26819,115231,255263354,3151,7493902
201708,09007000,4277,19657,41947100,521,1581365
201709,63000000,2872941,13153236,38079373654,590836,2663551892
201709,65000000,3465797,14178596,34439507278,504958,1732721661
201709,68000000,1508366,6003306,14504732206,197689,643182730
201709,10004000,383680,1725126,3995479856,56513,199753659
201709,10018000,404630,1814579,4374704065,66039,236305119
201709,10005000,265320,1046765,2302712564,26797,75908030
201709,66000000,2006633,8221276,21496261494,241488,847008981
201709,10007000,558111,2106050,5225212232,57962,186569242
201709,10008000,190376,724806,1690860892,19058,56110420
201709,10009000,216531,796436,1879023915,21398,61924651
201709,10010000,166409,595374,1346274303,14626,37023280
201709,10020000,162224,594280,1616895309,15159,40472889
201709,67000000,1099921,4199086,9804615525,118630,362769778
201709,64000000,1829197,7089795,16753822307,208184,649522152
201709,10013000,315147,1156564,2593778693,28474,79113058
201709,10017000,249966,959814,2268397730,29616,174839945
201709,10002000,196196,764679,1774901715,21652,72432351
201709,10015000,136961,537186,1196811541,12719,36226353
201709,10014000,72044,276667,583204975,5232,14728593
201709,10016000,32636,129180,275115153,2712,5987978
201709,09020000,25957,103768,244575753,2656,5273645
201709,09007000,4013,16855,36630597,348,1051082
201710,63000000,2989933,14031751,39535286540,670681,2965265023
201710,65000000,3626946,15218606,36081816058,580914,1953920202
201710,68000000,1573366,6479165,15229530273,222088,735358994
201710,10004000,400512,1806780,4169140472,67662,238637933
201710,10018000,423445,1960086,4617897786,81796,270004436
201710,10005000,277726,1156977,2432811312,30456,90107450
201710,66000000,2079153,8799004,21337593703,270804,944168913
201710,10007000,581593,2273909,5307651678,66468,201794469
201710,10008000,197133,759822,1667745656,20271,64491281
201710,10009000,226270,875458,1940816923,23362,66681157
201710,10010000,174525,639582,1416318007,15614,40410280
201710,10020000,169975,642065,1683158621,17371,52504237
201710,67000000,1144377,4501020,9977238254,132691,439213820
201710,64000000,1925291,7647040,17620897576,232977,720001649
201710,10013000,331337,1246859,2840398000,30036,85146662
201710,10017000,260848,1034764,2308506270,32641,131958963
201710,10002000,205956,824720,1862961920,28088,84843548
201710,10015000,144569,584073,1323736099,14087,39464468
201710,10014000,74198,289005,591749098,5871,14395038
201710,10016000,34766,140977,297734602,3323,9466775
201710,09020000,29067,120123,281645027,3301,6644892
201710,09007000,4269,17734,36772932,346,1338961
201711,63000000,3002754,13933502,41730395336,616831,2700471968
201711,65000000,3630880,15148683,37221915015,551943,1856291231
201711,68000000,1584232,6531317,16069513469,215181,690840126
201711,10004000,400006,1782012,4245959892,60115,231719604
201711,10018000,423698,1935414,4703208143,71742,243605680
201711,10005000,277244,1138952,2454156066,29028,83040544
201711,66000000,2059029,8493782,21291888539,268766,949430324
201711,10007000,575043,2184546,5282025102,64688,196399273
201711,10008000,196034,741602,1682424890,21408,64392642
201711,10009000,224367,848049,1989201273,22390,64528596
201711,10010000,173086,627167,1443733897,15735,43022668
201711,10020000,168227,626723,1686463515,16952,53655199
201711,67000000,1158208,4586067,11771899496,126500,402662223
201711,64000000,1929592,7603707,19139050321,227561,721970777
201711,10013000,330776,1230205,2886502765,31897,93054962
201711,10017000,260067,1020015,2360305846,31507,129018366
201711,10002000,205694,811524,1910085948,25431,73445183
201711,10015000,145069,580191,1325845086,14462,38398364
201711,10014000,74442,288441,643599590,5790,15193794
201711,10016000,34792,140444,316452414,3400,8424989
201711,09020000,29350,123292,309744327,4270,7819825
201711,09007000,4270,18108,38655702,374,1243745
201712,63000000,3021578,14603528,41990474256,630215,2720532354
201712,65000000,3669949,15868019,37615513475,559550,1825254549
201712,68000000,1594927,6781155,16097084988,224451,755566616
201712,10004000,411575,1957076,4698602294,62581,218546439
201712,10018000,434465,2123039,5120291046,75576,245699785
201712,10005000,283767,1196487,2593380857,30217,88964285
201712,66000000,2108626,9046031,22214097791,275513,950987855
201712,10007000,591594,2330645,5535727278,67104,202206723
201712,10008000,200345,788585,1779235136,21113,60465567
201712,10009000,229541,886934,2048733039,23604,65635373
201712,10010000,176430,660935,1537953393,16471,44580524
201712,10020000,170919,660513,1676004137,17485,55775779
201712,67000000,1164790,4659258,10979779809,133194,409044361
201712,64000000,1943853,7822753,18541818536,231392,715462987
201712,10013000,332965,1277387,2862593376,34337,90216493
201712,10017000,263271,1071610,2480196614,33225,162178745
201712,10002000,208848,852854,1926730479,24838,66088197
201712,10015000,146497,603179,1342699204,14298,37427801
201712,10014000,75398,301358,646182661,6110,14701140
201712,10016000,35525,155135,340370716,3937,10970440
201712,09020000,30389,135281,332046783,4030,8544381
201712,09007000,4447,20428,44719033,548,1328616
201801,63000000,2899396,13007131,37690841602,576905,2488411844
201801,65000000,3525433,14218337,33845251533,515985,1722152839
201801,68000000,1534712,6061710,14492733176,209110,723682211
201801,10004000,395726,1715700,4042058335,58785,206906810
201801,10018000,418234,1856931,4437743884,70213,233082356
201801,10005000,273316,1069749,2303567805,27785,83820214
201801,66000000,2040015,8194071,20835786367,257893,860347459
201801,10007000,566189,2079099,5126607816,62128,187209924
201801,10008000,190845,699891,1627573040,20104,60686426
201801,10009000,219588,791820,1914734324,22517,61383538
201801,10010000,168290,590233,1360737129,15060,41842266
201801,10020000,163707,588172,1511744421,17061,52247665
201801,67000000,1124645,4230893,10161361234,123103,393879740
201801,64000000,1864162,7036784,16798293162,215575,677905493
201801,10013000,319045,1139742,2605143362,32749,86371150
201801,10017000,254704,974974,2251811611,31410,114293486
201801,10002000,201383,771242,1774594851,23817,65218721
201801,10015000,141531,549255,1215848361,14098,34601818
201801,10014000,72759,273937,616185555,6243,15689526
201801,10016000,34079,135052,288984169,4033,9505831
201801,09020000,29509,119880,307010843,3827,8158793
201801,09007000,4413,18827,40183466,444,1322806
201802,63000000,2886504,12782605,35644170641,561930,2669371959
201802,65000000,3543133,14166779,33487916429,479056,1640236958
