年月,地區,卡數,總交易筆數,總交易金額[新臺幣],跨境交易筆數,跨境交易金額[新臺幣]
201802,68000000,1552153,6122912,14466913646,186879,635426251
201802,10004000,393667,1695670,4001190119,55887,217115036
201802,10018000,413322,1816947,4320361496,66122,234778989
201802,10005000,271657,1053290,2309484826,24935,77189946
201802,66000000,2046350,8173876,20823947478,232689,875420782
201802,10007000,566358,2073071,5051552866,56885,183944847
201802,10008000,193330,707429,1619083762,17759,54793299
201802,10009000,219593,787510,1852589747,20121,62191195
201802,10010000,168996,587357,1346927814,13100,38651471
201802,10020000,165060,595492,1519116889,14952,47359032
201802,67000000,1123862,4209233,9735452506,112251,370310890
201802,64000000,1879006,7066727,16636362981,189030,635107894
201802,10013000,320261,1139030,2562307051,27704,78342493
201802,10017000,253889,959455,2195116250,26882,136430538
201802,10002000,201201,768115,1729719911,20623,58307359
201802,10015000,139929,525720,1184254602,11486,32406254
201802,10014000,72179,270996,602460433,5863,15919899
201802,10016000,33966,131810,291392518,2839,6660243
201802,09020000,28528,111981,291722581,2928,6977164
201802,09007000,4279,19183,43409539,453,1362129
201803,63000000,3004463,14226022,40420323836,709100,3104345704
201803,65000000,3678721,15644693,36970589546,655103,2184715913
201803,68000000,1595606,6590785,15618313729,263706,848557766
201803,10004000,406356,1825531,4348244008,71083,270427046
201803,10018000,427325,1965564,4760536127,82014,279248748
201803,10005000,281637,1149465,2508368150,35538,102578761
201803,66000000,2114859,8855796,22465136665,328195,1182439986
201803,10007000,587415,2258861,5518485393,80199,247299036
201803,10008000,200867,778308,1755335103,27429,84555005
201803,10009000,229070,868620,2019463471,29387,88371791
201803,10010000,176238,650221,1489123089,20624,65208467
201803,10020000,170847,646471,1700498745,23578,72425584
201803,67000000,1161579,4565165,10738731081,160710,510803197
201803,64000000,1928754,7627471,18057738020,279072,907689956
201803,10013000,331370,1242141,2769661263,42090,115143981
201803,10017000,263780,1055300,2329339995,39347,116975944
201803,10002000,208752,837262,1945006278,30758,90858094
201803,10015000,145552,591618,1317237161,18851,50514276
201803,10014000,75117,297501,629504747,8896,23810027
201803,10016000,35479,151366,317937073,4793,11661983
201803,09020000,29641,126062,315069810,4705,9747051
201803,09007000,4427,20456,40471445,479,1180150
201804,63000000,3137979,14760082,40519971170,844358,3632138178
201804,65000000,3860322,16216342,36820863837,746259,2502877712
201804,68000000,1688581,6943712,16014920691,295108,976081310
201804,10004000,429360,1922774,4426815602,83704,300463610
201804,10018000,450572,2058342,4799770194,93704,320787784
201804,10005000,293438,1192518,2591610176,40242,122892249
201804,66000000,2200822,9170591,22423930266,363098,1343671710
201804,10007000,616248,2370707,5650197092,85921,267108602
201804,10008000,208978,804579,1827973371,28671,88833367
201804,10009000,245111,927667,2122453640,31376,96110662
201804,10010000,189797,695501,1512444645,22703,70137285
201804,10020000,181993,686200,1667912014,26435,83435831
201804,67000000,1222907,4772504,10989254692,174114,564686116
201804,64000000,2033732,8000002,18823332054,301973,1013018550
201804,10013000,347743,1299848,2925958718,45065,130103293
201804,10017000,276015,1090744,2365240046,43926,128920520
201804,10002000,213673,844352,1914870720,32184,103182280
201804,10015000,148841,598912,1356167109,20158,62992407
201804,10014000,77552,305674,659203037,8886,24567815
201804,10016000,35311,144950,304259082,4555,10295359
201804,09020000,29913,123604,295837139,4253,9454810
201804,09007000,4543,20032,41471157,598,1739611
201805,63000000,3308184,17149523,127380878288,884137,3810784191
201805,65000000,4072225,18844298,92043283040,770848,2603015012
201805,68000000,1780742,8062516,32628473052,311653,1042614540
201805,10004000,452911,2223576,15324262075,81916,304384708
201805,10018000,476648,2409025,20774111580,94206,321288779
201805,10005000,308829,1356027,4951924606,41554,123653378
201805,66000000,2299526,10326137,47386568192,387973,1387874779
201805,10007000,649288,2682452,10312704217,89759,283775933
201805,10008000,219902,905648,3176824207,30326,97383823
201805,10009000,259416,1067386,3784028202,33411,101526733
201805,10010000,202301,807680,2587287883,23750,70496161
201805,10020000,192472,791203,3292720008,27500,84800493
201805,67000000,1289257,5449603,24538058992,183149,593259951
201805,64000000,2143828,9134080,37848705738,319532,1000654319
201805,10013000,370325,1482613,4689033320,47427,131286519
201805,10017000,293022,1267248,4164729793,44458,130095222
201805,10002000,225739,963383,3126868555,34901,112261386
201805,10015000,156307,672546,2201577176,20114,61033867
201805,10014000,81067,342360,1139420228,9428,26231660
201805,10016000,36989,159143,534163996,4672,10408932
201805,09020000,31541,139911,490688461,4745,9452936
201805,09007000,4735,23076,86696382,644,1425791
201806,63000000,3235270,16067172,44378199819,967906,4202322809
201806,65000000,3989928,17569358,39780151979,817007,2737628646
201806,68000000,1751683,7567705,17218808341,329551,1069656684
201806,10004000,445766,2086363,4806991622,91696,328835857
201806,10018000,466696,2248381,5237498729,104361,352776898
201806,10005000,303366,1273807,2750317229,43405,123973382
201806,66000000,2261586,9750420,23616007294,400353,1451208161
201806,10007000,640118,2545216,5982646161,91220,288590108
201806,10008000,215992,859047,1887180076,30245,90039977
201806,10009000,256353,1018320,2245320891,34777,100233262
201806,10010000,198835,766786,1648188512,23999,69369197
201806,10020000,187682,738447,1812771499,27015,83733001
201806,67000000,1270017,5132501,11678869163,192228,617194462
201806,64000000,2097992,8550452,19688303184,330356,1065913615
201806,10013000,366455,1418017,3192502722,49192,143878978
201806,10017000,286243,1180353,2538294445,46824,143561895
201806,10002000,221937,903897,2043180731,34686,106760710
201806,10015000,152535,632005,1388372982,21284,60683548
201806,10014000,79525,322645,680855554,9333,27242627
201806,10016000,36835,153350,333176220,5259,11599875
201806,09020000,32356,135770,309342772,4954,11184655
201806,09007000,4599,20674,41683563,659,1184109
201807,63000000,3284755,16847535,44108259322,965585,4026505260
201807,65000000,4077261,18592187,40825517279,788426,2597924057
201807,68000000,1792289,8055161,17973033405,323191,1049895135
201807,10004000,458642,2234330,5005594386,96242,349574578
201807,10018000,479153,2386074,5417485233,107126,359100698
201807,10005000,312394,1374261,2845219351,43919,130126694
201807,66000000,2321955,10396686,24683585855,411939,1480497726
201807,10007000,657789,2726623,6323407323,96107,296743230
201807,10008000,222416,920336,2062626441,32618,100178732
201807,10009000,266195,1106456,2404157550,37205,109568032
201807,10010000,205552,824138,1751143538,26249,77745080
201807,10020000,194153,796437,1942623156,29619,93882896
201807,67000000,1303687,5470693,12329793638,196001,617094564
201807,64000000,2159985,9113052,20626913563,333236,1056525149
201807,10013000,376195,1520460,3392468189,51621,143403154
201807,10017000,292325,1255919,2616834535,45506,130757118
201807,10002000,226981,969549,2131707126,36573,105935320
201807,10015000,156013,672873,1454255013,21673,65127597
201807,10014000,82132,350242,731351900,11530,31519738
201807,10016000,38167,170912,365056155,5585,14110486
201807,09020000,37066,166593,363894528,5434,13029063
201807,09007000,4974,24922,51249624,771,2094296
201808,63000000,3240444,16103672,42911866191,861348,3517953940
201808,65000000,4024300,17776742,39915259823,716808,2317416942
201808,68000000,1780565,7722025,17531884990,298676,904269751
201808,10004000,451618,2113089,4764341309,83532,287486926
201808,10018000,470315,2257056,5222496509,94634,314998589
201808,10005000,307047,1299447,2772144285,40195,114046673
201808,66000000,2293553,9900229,24160047101,375144,1249614953
201808,10007000,648182,2580144,6127471654,87765,250990530
201808,10008000,218457,867189,1917943353,29435,77321161
201808,10009000,262389,1041102,2333791697,33769,91656542
201808,10010000,204005,784738,1733855439,24533,71501161
201808,10020000,192681,763107,1869516905,29138,90506742
201808,67000000,1288698,5205617,12030481689,177989,552817027
201808,64000000,2125813,8666764,19866586632,312350,922443629
201808,10013000,370513,1430782,3314090325,49859,149538525
201808,10017000,287334,1196326,2530348449,40614,109671187
201808,10002000,224070,927632,2071888885,34125,94213899
201808,10015000,153422,632954,1409680561,20636,57418969
201808,10014000,81267,334288,723450352,9770,24561438
201808,10016000,37621,161544,348750678,5451,14013771
201808,09020000,35508,151368,326687129,4783,12473642
201808,09007000,4892,22852,49047154,742,1756447
201809,63000000,3223448,15874492,42227209659,920735,3819353299
201809,65000000,4000129,17506777,38527354077,776650,2437369488
201809,68000000,1767554,7601515,17066144724,305335,975187323
201809,10004000,447457,2073336,4648515150,80934,287967105
201809,10018000,466290,2217369,5113714534,94011,315957725
201809,10005000,303516,1267538,2721402234,39768,113248596
201809,66000000,2293488,9836724,24417284773,381994,1313745381
201809,10007000,646614,2551145,6049782899,87855,267802227
201809,10008000,217018,853773,1939112321,29456,83324039
201809,10009000,260366,1026346,2226273467,32138,89714615
201809,10010000,201689,777540,1658896320,23601,65100289
201809,10020000,190033,742220,1773833046,26489,78099033
201809,67000000,1279441,5137369,11542444598,181311,534029900
201809,64000000,2115552,8587048,19382759635,312764,958453392
201809,10013000,365389,1398295,3087543201,44741,126166828
201809,10017000,284780,1165056,2448995158,44094,129405001
201809,10002000,221835,890459,2014866877,34068,92994906
201809,10015000,151433,616397,1336497254,20500,57808513
201809,10014000,80030,322019,658178125,9315,23699007
201809,10016000,37496,153725,325595171,4736,11007012
201809,09020000,34920,145268,328431933,4834,11070835
201809,09007000,4523,19941,38463834,596,1343279
201810,63000000,3162038,15136222,41734584768,873886,3689957459
201810,65000000,3931416,16830826,38611100830,755623,2408220051
201810,68000000,1739475,7307976,16825377244,306262,969846414
201810,10004000,440398,1977630,4545066723,82418,273310282
201810,10018000,460455,2116665,4988008071,92967,305283577
201810,10005000,297616,1210698,2598826129,39468,109689727
201810,66000000,2246223,9387780,23387460587,370873,1301535588
201810,10007000,628498,2407705,5860686215,86952,263967123
201810,10008000,210623,802428,1796168612,28024,88295318
201810,10009000,254196,967902,2149347621,32304,99411457
201810,10010000,196962,737516,1648538449,24228,68332090
201810,10020000,185726,711314,1805601626,26379,86130051
201810,67000000,1256437,4928010,11256254101,178707,553042866
201810,64000000,2082204,8263565,19655701640,309456,941956277
201810,10013000,358804,1335602,3266192697,44463,122378260
201810,10017000,281321,1134401,2483137100,43077,123915159
201810,10002000,217855,861483,1969456737,34138,95061080
201810,10015000,149198,586032,1365253880,20368,53766298
201810,10014000,78241,304308,637355577,9171,24245314
201810,10016000,37178,152513,325239380,5293,14108944
201810,09020000,33645,135037,292564884,4524,10062998
201810,09007000,4612,21506,42356970,796,2099967
201811,63000000,3304221,16740331,47357895170,895263,3752912088
201811,65000000,4104492,18527851,42807125527,772199,2550240327
201811,68000000,1825017,8118967,18844228481,315612,1008840809
201811,10004000,457645,2165673,4928302990,83609,284693309
201811,10018000,478962,2325644,5579266050,96482,326617223
201811,10005000,308905,1315312,2798458549,40073,118560972
201811,66000000,2317469,10042065,24394367981,385231,1343266358
201811,10007000,652732,2614683,6179803530,90135,277500167
201811,10008000,220429,878974,1978564193,29796,100432680
201811,10009000,264872,1062909,2297809105,32569,91410617
201811,10010000,205412,804562,1771078739,23728,66962516
201811,10020000,192746,774599,1940389410,26979,87820633
201811,67000000,1324847,5512502,13660046411,184362,569579620
201811,64000000,2176511,9056793,21734060471,318670,988484012
201811,10013000,378242,1477104,3429519218,45938,134816813
201811,10017000,292909,1232551,2636842932,43389,128839527
201811,10002000,228401,954969,2185804020,34387,99144568
201811,10015000,158533,662536,1476930151,21280,58911326
201811,10014000,82549,340915,731488451,9935,25957033
201811,10016000,39388,166953,353644477,5316,14220423
201811,09020000,35704,150555,348320108,4692,12245872
201811,09007000,4764,22866,47074737,724,1848238
201812,63000000,3380280,17913796,49761014415,896322,3784423363
201812,65000000,4214898,19815344,45699690499,750521,2411856982
201812,68000000,1873546,8667488,20098349037,305075,971045231
201812,10004000,478707,2400053,5609437059,81276,285366256
201812,10018000,496268,2563614,6162880054,93455,306519601
201812,10005000,321964,1445038,3187900319,38285,114137237
201812,66000000,2409904,11002487,27369086074,363914,1250946239
201812,10007000,683743,2874115,7066022216,87983,256380683
201812,10008000,229689,957404,2203076516,27648,87529001
201812,10009000,277179,1164143,2618255001,31965,87080090
201812,10010000,213711,871603,1950143200,23007,69807739
201812,10020000,199027,830110,2117859071,25402,80903537
201812,67000000,1357808,5789532,13553278914,178025,560059668
201812,64000000,2236978,9634871,23059434892,308250,981295073
201812,10013000,392444,1598191,3837722811,45222,131752554
201812,10017000,301723,1326025,2965718181,43523,122346976
201812,10002000,235884,1025037,2365592206,33580,92828301
201812,10015000,163240,710774,1676104248,20087,55208957
201812,10014000,85410,370390,810266444,9780,27359224
201812,10016000,42273,197208,443690932,5540,15035939
201812,09020000,38016,176004,409084133,4409,12272248
201812,09007000,5159,26396,55499683,660,2013343
201901,63000000,3302757,16851303,48413545405,833351,3528382269
201901,65000000,4125375,18766934,45064307293,687095,2315380893
201901,68000000,1842094,8252831,19620754659,282442,920617779
201901,10004000,463533,2216050,5300922516,77983,269708476
201901,10018000,481481,2350068,5748133941,89398,306965736
201901,10005000,314277,1363769,3064687886,34336,108543347
201901,66000000,2366666,10446274,27075543355,338891,1215064307
201901,10007000,664101,2673019,6683526055,77856,243729761
201901,10008000,224826,905777,2118137325,26165,82283641
201901,10009000,270426,1098339,2559821512,29682,87041651
201901,10010000,209543,826526,1867970904,20539,59084004
201901,10020000,196040,790172,2041124447,24611,81197321
201901,67000000,1328451,5486797,13413740140,162638,519533497
201901,64000000,2185809,9119113,22558200837,281229,919567402
201901,10013000,380577,1499089,3675910107,43061,128141630
201901,10017000,295916,1264407,2851360856,39068,117756070
201901,10002000,232545,987724,2396914832,31374,90877856
201901,10015000,161353,688839,1598800532,19343,55777186
201901,10014000,84431,356034,806153905,9719,27389803
201901,10016000,40400,178248,378952858,5327,13039560
201901,09020000,36932,160810,367254708,4053,11155197
201901,09007000,5012,25259,54099804,722,2609795
201902,63000000,3097438,14002696,36146883653,804989,3475969746
201902,65000000,3874592,15760641,34802705786,654610,2209446591
201902,68000000,1725986,6896693,15029399912,255054,848039142
201902,10004000,438023,1875605,4157367950,73509,275437994
201902,10018000,453244,1978400,4494312352,86389,297981484
201902,10005000,289853,1111815,2342630646,31744,103194317
201902,66000000,2215324,8735777,21024475506,326335,1250507448
201902,10007000,618530,2234965,5290576474,72474,248972834
201902,10008000,207226,745036,1627909649,22474,71595782
201902,10009000,249221,896442,1938622014,26779,82251622
201902,10010000,194609,683837,1465550427,20090,62549643
201902,10020000,181702,654902,1564426285,21981,81609368
201902,67000000,1235328,4559159,10229237942,152761,512031851
201902,64000000,2043650,7668923,17531960126,260366,879212178
201902,10013000,348788,1222108,2786546059,36510,116100384
201902,10017000,273466,1039377,2188655430,35360,106253733
201902,10002000,212562,804220,1731126893,27417,85156015
201902,10015000,147753,554408,1193840860,16510,49112504
201902,10014000,76594,282681,586509471,7881,23718979
201902,10016000,36885,142601,299681945,4186,10163442
201902,09020000,34281,129626,288086035,3257,9512123
201902,09007000,4732,21267,42791145,633,1838639
201903,63000000,3299796,16936872,46546900023,931736,3935543872
201903,65000000,4135506,18782802,42219437860,792377,2670891098
201903,68000000,1843856,8213564,18320240276,316132,1060087648
201903,10004000,466539,2230959,4960286588,86556,320988392
201903,10018000,482248,2343866,5398573365,97961,330741038
201903,10005000,313741,1338984,2835647003,39672,125023173
201903,66000000,2371882,10397803,25566566535,389101,1369169714
201903,10007000,667400,2673245,6532621422,90255,289822967
201903,10008000,225524,903762,2001349345,28536,103060208
201903,10009000,269987,1086881,2374071960,33671,107593384
201903,10010000,210965,825838,1762890168,24226,75085314
201903,10020000,193998,779137,1907246504,25990,89543608
201903,67000000,1321476,5389817,12240813759,183685,611986284
201903,64000000,2181737,9083510,21215208733,327320,1103839847
201903,10013000,379171,1483812,3405614953,46841,157383786
201903,10017000,294248,1242677,2665480041,45355,141365139
201903,10002000,231911,972691,2200446353,35289,109883752
201903,10015000,161086,681879,1461466040,20291,63436606
201903,10014000,83644,346275,731734018,9639,28194098
201903,10016000,40170,178947,366174607,5214,12643297
201903,09020000,37064,158614,341278735,4232,11655298
201903,09007000,4957,25660,49896322,632,1213468
201904,63000000,3272175,16251321,45722255958,946700,3955361719
201904,65000000,4103255,18127778,42244480494,779569,2618946241
201904,68000000,1835805,7997243,18436297475,311851,1014930492
201904,10004000,466954,2173445,4988506439,88168,314562531
201904,10018000,479371,2257781,5418962826,98196,328929221
201904,10005000,312197,1302182,2837534920,38787,122214067
201904,66000000,2350023,10010845,24817413711,387959,1395953252
201904,10007000,661180,2586594,6444606876,87565,276146951
201904,10008000,224855,883579,2031580417,27821,104980414
201904,10009000,267390,1053078,2405762783,31825,95504987
201904,10010000,208509,800339,1766070892,22351,66099334
201904,10020000,192536,751536,1920574355,25498,93357140
201904,67000000,1302357,5127057,11921381576,180018,587858404
201904,64000000,2176632,8834430,21120850489,314158,1043783120
201904,10013000,379396,1456141,3392427140,45293,137099725
201904,10017000,293003,1209848,2681555362,44681,144194970
201904,10002000,231950,948998,2214972612,33977,104880401
201904,10015000,161417,670344,1548673372,19885,61071226
201904,10014000,83087,333888,749156605,9569,26584878
201904,10016000,39239,166637,354166806,4799,10271197
201904,09020000,37386,157018,317258385,4132,10046762
201904,09007000,5033,25540,50261579,638,1664964
201905,63000000,3301446,16718947,64901534062,895879,3983547775
201905,65000000,4130799,18636845,52351149121,750385,2595297584
201905,68000000,1838872,8141336,22061586797,306007,1035513551
201905,10004000,472459,2238567,7453030234,84492,309079494
201905,10018000,483851,2329186,8922614489,93700,337515673
201905,10005000,312058,1319514,3249754101,40059,133672391
201905,66000000,2354735,10192291,29917571258,378401,1420276859
201905,10007000,659302,2650000,7609517728,87157,287383437
201905,10008000,222693,876671,2208651933,27637,92081806
201905,10009000,267391,1061113,2854186651,31439,95436410
201905,10010000,209019,812453,1913449179,22523,71803831
201905,10020000,193330,768517,2200823522,25335,85474502
201905,67000000,1304915,5234183,14610127822,175997,586465293
201905,64000000,2190009,9067418,24530171187,307414,1093066136
201905,10013000,379093,1465580,3650765209,45016,137408130
201905,10017000,293811,1224343,2961130151,42739,132027520
201905,10002000,232119,966234,2410609474,37898,101071889
201905,10015000,159707,662792,1596544047,19268,58731480
201905,10014000,81460,327494,780182329,8704,26175544
201905,10016000,38532,159478,377510769,4193,8675397
201905,09020000,37448,157819,360489369,3895,11399882
201905,09007000,4990,24281,55171684,567,1515904
201906,63000000,3263002,16592954,42291118174,1004702,4247663378
201906,65000000,4085483,18555805,38307720574,827592,2741577595
201906,68000000,1828823,8159387,16756270611,332393,1099867830
201906,10004000,467406,2240374,4791855792,96898,375447469
201906,10018000,477411,2328667,5136990194,108907,366198900
201906,10005000,310259,1318568,2599474181,40780,127737725
201906,66000000,2337570,10135539,22879549900,404170,1423689804
201906,10007000,657516,2610543,5814470066,88870,279784938
201906,10008000,222359,882550,1823838496,29743,91827203
201906,10009000,267790,1071641,2242097807,33500,99752360
201906,10010000,208422,819530,1655646371,23501,71016998
201906,10020000,192222,771257,1752195751,27901,102324106
201906,67000000,1299670,5258194,11066801811,191983,613531088
201906,64000000,2161112,8985920,19234222511,329848,1074761851
201906,10013000,374182,1453469,3075394889,47547,142059686
201906,10017000,290455,1222300,2435376126,46072,133876294
201906,10002000,230251,959608,2047184100,37111,104077175
201906,10015000,159068,665926,1333680343,21102,61143315
201906,10014000,81421,333132,685810610,8873,24145319
201906,10016000,38812,164304,319951585,4709,10206880
201906,09020000,37789,163167,319458328,4532,10615954
201906,09007000,4915,23492,44364608,616,1685059
201907,63000000,3417574,19370529,50591687673,1029783,4516144986
201907,65000000,4293797,21703523,45956206610,796362,2655806266
201907,68000000,1924433,9534449,20144623016,326723,1067015668
201907,10004000,492034,2627634,5663125911,103057,362618318
201907,10018000,504275,2732213,6064079265,114849,387147047
201907,10005000,327940,1554229,3139924111,42458,127115230
201907,66000000,2469545,11830830,27477919497,422056,1541208847
201907,10007000,695104,3049748,7105689010,92851,298313099
201907,10008000,235055,1027496,2226018270,31488,93163693
201907,10009000,283130,1259151,2714264308,37671,112954674
201907,10010000,218855,946143,1949798777,24577,78435078
201907,10020000,202929,898756,2154671774,31455,101146526
201907,67000000,1378562,6157615,13417952639,198150,637730397
201907,64000000,2276344,10321086,22777270434,339345,1093256934
201907,10013000,396329,1693758,3800015248,48629,142805503
201907,10017000,306987,1451682,2900706328,43076,128383894
201907,10002000,242102,1131011,2441275704,39046,108341545
201907,10015000,167611,774247,1669003881,23400,69237608
201907,10014000,87203,392710,830412235,11087,28420652
201907,10016000,41538,198724,396509469,5471,13171824
201907,09020000,40582,194443,371358599,4797,13337494
201907,09007000,5294,30970,59897749,797,2229369
201908,63000000,3419362,19126149,47280858736,979095,4192686519
201908,65000000,4299917,21423327,43707611718,782575,2533860507
201908,68000000,1942772,9410595,19433624441,331275,1074317514
201908,10004000,491207,2592120,5354801320,98843,349104802
201908,10018000,503419,2702646,5803074596,106752,351592771
201908,10005000,328251,1525195,3002657131,41831,123272174
201908,66000000,2466719,11632703,26271274793,404481,1424334597
201908,10007000,697812,2998254,6655507366,95030,279971784
201908,10008000,236024,1006624,2114300508,30437,86026977
201908,10009000,284832,1226494,2614316840,36140,100082813
201908,10010000,221918,930440,1890315761,26139,73442634
201908,10020000,206779,901870,2091240621,31155,103358971
201908,67000000,1387874,6097568,13034402249,196284,620131001
201908,64000000,2279127,10121437,21799042757,335110,1055188339
201908,10013000,397215,1647094,3575611423,51058,147966050
201908,10017000,306466,1414940,2742472769,42701,126632337
201908,10002000,243460,1107939,2315011609,37937,105583217
201908,10015000,168529,769913,1567441229,23284,64387722
201908,10014000,87385,389800,780935906,10588,28099455
201908,10016000,41996,195066,387827372,5441,15277188
201908,09020000,40701,191222,357348941,4701,11296592
201908,09007000,5216,29926,57204758,780,1914482
201909,63000000,3274713,16906059,42237733467,950983,3887547002
201909,65000000,4133272,19327057,39225565937,784864,2471314470
201909,68000000,1860063,8458199,17530458769,322185,993539418
201909,10004000,473620,2319078,4796383854,88279,296412175
201909,10018000,483831,2393313,5167001344,98970,316717005
201909,10005000,312941,1363881,2682559424,37953,109446633
201909,66000000,2390945,10643499,24469643778,382176,1344444308
201909,10007000,666872,2710948,6020594288,86011,254836620
201909,10008000,224804,909733,1956196748,27571,81271483
201909,10009000,271665,1100359,2245304421,31274,88531277
201909,10010000,209679,833918,1684923108,22111,70176399
201909,10020000,196237,811069,1832756921,25984,83075326
201909,67000000,1323969,5488489,11302057352,184001,581711375
201909,64000000,2186760,9252622,19685215903,316397,1011795213
201909,10013000,377096,1474733,3087872763,44780,128316984
201909,10017000,293657,1274518,2443436102,42915,126625572
201909,10002000,232081,981988,2019952020,34639,94908496
201909,10015000,159324,673995,1342485091,21202,59078545
201909,10014000,82317,342057,649311050,9070,23194456
201909,10016000,39546,167351,321677647,4760,11426881
201909,09020000,39411,166716,336865392,3754,9359681
201909,09007000,4831,24663,39731072,463,991704
201910,63000000,3417318,19021969,47687404793,1080002,4512657096
201910,65000000,4312974,21604808,44648618608,886254,2942896822
201910,68000000,1942620,9435579,19869615665,362148,1151339675
201910,10004000,492299,2559247,5390098136,105251,362179001
201910,10018000,502560,2652154,5847276124,119564,489014074
201910,10005000,325693,1507892,2995238503,45029,139110609
201910,66000000,2465136,11650549,26237409512,431432,1537291094
201910,10007000,691994,2983484,6608721841,97341,318081996
201910,10008000,233850,996723,2062005388,31481,91551066
201910,10009000,284912,1239131,2535353392,36240,113226204
201910,10010000,218399,922895,1893395670,25444,74026844
201910,10020000,204682,900384,2091054046,28862,93177215
201910,67000000,1371710,6030809,12627426027,206465,675760575
201910,64000000,2333048,10386154,22858036869,354954,1182141092
201910,10013000,405146,1694250,3777835924,50743,150566404
201910,10017000,309166,1440294,2807924219,49834,148250477
201910,10002000,244042,1116060,2306769425,38889,106829766
201910,10015000,170345,779747,1659638486,23283,70321266
201910,10014000,85650,379600,762181872,9941,25513614
201910,10016000,42028,189652,387004550,5565,13773718
201910,09020000,41415,190647,369130599,4444,12000690
201910,09007000,5203,27877,48095087,720,2393765
201911,63000000,3482489,19683336,50786179628,1040465,4386485928
201911,65000000,4396222,22245754,46535279850,882703,2966537078
201911,68000000,1982354,9760183,20577616991,365396,1187339745
201911,10004000,500698,2644586,5592429168,98821,354456963
201911,10018000,507755,2715061,6048190934,111173,379846518
201911,10005000,330893,1547475,3074262627,44623,135725376
201911,66000000,2494206,11903871,26246926814,434908,1546494463
201911,10007000,704448,3056035,6700730013,100599,309886883
201911,10008000,241412,1048680,2126896025,32362,102740581
201911,10009000,290279,1272883,2598423949,36557,107267508
201911,10010000,221892,944586,1891418381,25273,77992804
201911,10020000,206402,919678,2081780994,29525,100967560
201911,67000000,1400795,6254269,13898501564,205414,703958549
201911,64000000,2376398,10714809,23486627045,366417,1197882399
201911,10013000,413466,1744655,3747983847,53099,157702662
201911,10017000,315795,1481412,2879577209,49799,157494650
201911,10002000,250887,1164528,2409541313,39353,113163301
201911,10015000,173472,812654,1606350320,23457,74598269
201911,10014000,88258,397921,806035586,10987,29415578
201911,10016000,43658,207549,413589676,6474,18471556
201911,09020000,43208,205456,412983293,5109,13508243
201911,09007000,5437,30689,58293915,792,2137406
201912,63000000,3496951,20006309,51618707219,1047665,4476450006
201912,65000000,4427326,22740512,47906335066,879826,2872829375
201912,68000000,1999659,10027543,21035692323,368577,1152217671
201912,10004000,509051,2747548,5887210060,101144,353550225
201912,10018000,514774,2811518,6154221715,111528,365999400
201912,10005000,335824,1614237,3229410789,44637,132222028
201912,66000000,2538086,12384752,27974892395,436112,1496156670
201912,10007000,714478,3183418,7087948447,101066,300791440
201912,10008000,245621,1102521,2267805522,31749,93125498
201912,10009000,296837,1335738,2760700609,36278,99088385
201912,10010000,225942,982261,2026215219,26259,73704044
201912,10020000,209385,957328,2196964953,29713,99472424
201912,67000000,1414232,6402514,13746426526,210289,661868204
201912,64000000,2357559,10886541,23943138396,365454,1185106726
201912,10013000,416621,1809312,3959441598,52784,153182026
201912,10017000,319858,1527560,3006204507,50383,150657259
201912,10002000,253368,1219765,2579042752,39923,109678960
201912,10015000,174850,843576,1731163652,24083,65218424
201912,10014000,89154,415734,837828745,10402,28188114
201912,10016000,43423,210240,420832850,7042,17022665
201912,09020000,43178,204756,386239666,4978,11909648
201912,09007000,5313,29161,58862608,796,1903955
202001,63000000,3467192,19403124,46679231851,956758,4047028600
202001,65000000,4417177,22397298,44692517367,796739,2582256249
202001,68000000,2001270,9912742,19962956568,323440,1039738475
202001,10004000,503289,2662838,5472721352,96734,357556462
202001,10018000,507110,2704144,5751809391,104075,390839605
202001,10005000,331197,1570993,2989568895,40127,118937719
202001,66000000,2528729,12213034,26438579367,392135,1388843799
202001,10007000,708231,3105967,6554964397,86128,262157859
202001,10008000,242006,1063677,2084973067,28412,75591157
202001,10009000,294554,1297067,2554450659,32095,98093626
202001,10010000,224644,961293,1887209703,22776,66285163
202001,10020000,210530,954135,2018354136,27380,86191999
202001,67000000,1404746,6280956,12830101431,185754,597845905
202001,64000000,2338461,10655820,22106607765,319611,1023757219
202001,10013000,411581,1747706,3535866138,44568,126469711
202001,10017000,318227,1485966,2804466069,44673,132870480
202001,10002000,249816,1171213,2314169535,32726,94059909
202001,10015000,175273,833525,1612622413,20600,60006072
202001,10014000,88831,405803,778990344,9235,23488541
202001,10016000,42966,200735,372870693,5445,12249691
202001,09020000,42048,190603,367594267,4240,10534091
202001,09007000,5482,30363,54290585,990,2890864
202002,63000000,3333419,18127418,36244004661,732517,2956866742
202002,65000000,4267542,20822755,36942466826,629195,1944426873
202002,68000000,1937677,9180309,16578629989,261726,828475602
202002,10004000,490272,2474785,4494043546,72115,232994957
202002,10018000,493418,2518014,4763926040,88403,310629836
202002,10005000,324423,1469568,2565798918,33213,88453993
202002,66000000,2452494,11289960,22233025092,321288,1054648462
202002,10007000,689551,2912170,5671143012,71615,215645578
202002,10008000,237134,1007939,1827475242,23990,66258943
202002,10009000,290548,1237744,2273749488,28367,84563489
202002,10010000,219459,910437,1631982485,20267,53771625
202002,10020000,204876,896079,1704487800,23641,70869693
202002,67000000,1368807,5882074,10879612385,153942,489692723
